"Tabela 3175 - População residente, por cor ou raça, segundo a situação do domicílio, o sexo e a idade"
"Variável - População residente (Pessoas)"
"Unidade da Federação";"Sexo";"Idade";"Ano";"Cor ou raça";"Situação do domicílio";""
"Rondônia";"Homens";"10 a 14 anos";"2010";"Parda";"Rural";"13965"
"Rondônia";"Homens";"10 a 14 anos";"2010";"Indígena";"Urbana";"140"
"Rondônia";"Homens";"10 a 14 anos";"2010";"Indígena";"Rural";"680"
"Rondônia";"Homens";"10 a 14 anos";"2010";"Sem declaração";"Urbana";"4"
"Rondônia";"Homens";"10 a 14 anos";"2010";"Sem declaração";"Rural";"-"
"Rondônia";"Homens";"15 anos";"2010";"Branca";"Urbana";"3738"
"Rondônia";"Homens";"15 anos";"2010";"Branca";"Rural";"1578"
"Rondônia";"Homens";"15 anos";"2010";"Preta";"Urbana";"780"
"Rondônia";"Homens";"15 anos";"2010";"Preta";"Rural";"289"
"Rondônia";"Homens";"15 anos";"2010";"Amarela";"Urbana";"149"
"Rondônia";"Homens";"15 anos";"2010";"Amarela";"Rural";"58"
"Rondônia";"Homens";"15 anos";"2010";"Parda";"Urbana";"6918"
"Rondônia";"Homens";"15 anos";"2010";"Parda";"Rural";"2865"
"Rondônia";"Homens";"15 anos";"2010";"Indígena";"Urbana";"26"
"Rondônia";"Homens";"15 anos";"2010";"Indígena";"Rural";"104"
"Rondônia";"Homens";"15 anos";"2010";"Sem declaração";"Urbana";"1"
"Rondônia";"Homens";"15 anos";"2010";"Sem declaração";"Rural";"-"
"Rondônia";"Homens";"16 anos";"2010";"Branca";"Urbana";"3649"
"Rondônia";"Homens";"16 anos";"2010";"Branca";"Rural";"1542"
"Rondônia";"Homens";"16 anos";"2010";"Preta";"Urbana";"792"
"Rondônia";"Homens";"16 anos";"2010";"Preta";"Rural";"228"
"Rondônia";"Homens";"16 anos";"2010";"Amarela";"Urbana";"175"
"Rondônia";"Homens";"16 anos";"2010";"Amarela";"Rural";"46"
"Rondônia";"Homens";"16 anos";"2010";"Parda";"Urbana";"6743"
"Rondônia";"Homens";"16 anos";"2010";"Parda";"Rural";"2767"
"Rondônia";"Homens";"16 anos";"2010";"Indígena";"Urbana";"35"
"Rondônia";"Homens";"16 anos";"2010";"Indígena";"Rural";"116"
"Rondônia";"Homens";"16 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"16 anos";"2010";"Sem declaração";"Rural";"-"
"Rondônia";"Homens";"17 anos";"2010";"Branca";"Urbana";"3665"
"Rondônia";"Homens";"17 anos";"2010";"Branca";"Rural";"1415"
"Rondônia";"Homens";"17 anos";"2010";"Preta";"Urbana";"769"
"Rondônia";"Homens";"17 anos";"2010";"Preta";"Rural";"270"
"Rondônia";"Homens";"17 anos";"2010";"Amarela";"Urbana";"177"
"Rondônia";"Homens";"17 anos";"2010";"Amarela";"Rural";"51"
"Rondônia";"Homens";"17 anos";"2010";"Parda";"Urbana";"6602"
"Rondônia";"Homens";"17 anos";"2010";"Parda";"Rural";"2636"
"Rondônia";"Homens";"17 anos";"2010";"Indígena";"Urbana";"33"
"Rondônia";"Homens";"17 anos";"2010";"Indígena";"Rural";"95"
"Rondônia";"Homens";"17 anos";"2010";"Sem declaração";"Urbana";"1"
"Rondônia";"Homens";"17 anos";"2010";"Sem declaração";"Rural";"-"
"Rondônia";"Homens";"18 anos";"2010";"Branca";"Urbana";"3710"
"Rondônia";"Homens";"18 anos";"2010";"Branca";"Rural";"1313"
"Rondônia";"Homens";"18 anos";"2010";"Preta";"Urbana";"882"
"Rondônia";"Homens";"18 anos";"2010";"Preta";"Rural";"243"
"Rondônia";"Homens";"18 anos";"2010";"Amarela";"Urbana";"142"
"Rondônia";"Homens";"18 anos";"2010";"Amarela";"Rural";"40"
"Rondônia";"Homens";"18 anos";"2010";"Parda";"Urbana";"6540"
"Rondônia";"Homens";"18 anos";"2010";"Parda";"Rural";"2472"
"Rondônia";"Homens";"18 anos";"2010";"Indígena";"Urbana";"24"
"Rondônia";"Homens";"18 anos";"2010";"Indígena";"Rural";"96"
"Rondônia";"Homens";"18 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"18 anos";"2010";"Sem declaração";"Rural";"-"
"Rondônia";"Homens";"19 anos";"2010";"Branca";"Urbana";"3598"
"Rondônia";"Homens";"19 anos";"2010";"Branca";"Rural";"1276"
"Rondônia";"Homens";"19 anos";"2010";"Preta";"Urbana";"793"
"Rondônia";"Homens";"19 anos";"2010";"Preta";"Rural";"275"
"Rondônia";"Homens";"19 anos";"2010";"Amarela";"Urbana";"186"
"Rondônia";"Homens";"19 anos";"2010";"Amarela";"Rural";"29"
"Rondônia";"Homens";"19 anos";"2010";"Parda";"Urbana";"6364"
"Rondônia";"Homens";"19 anos";"2010";"Parda";"Rural";"2338"
"Rondônia";"Homens";"19 anos";"2010";"Indígena";"Urbana";"27"
"Rondônia";"Homens";"19 anos";"2010";"Indígena";"Rural";"92"
"Rondônia";"Homens";"19 anos";"2010";"Sem declaração";"Urbana";"1"
"Rondônia";"Homens";"19 anos";"2010";"Sem declaração";"Rural";"2"
"Rondônia";"Homens";"20 anos";"2010";"Branca";"Urbana";"3821"
"Rondônia";"Homens";"20 anos";"2010";"Branca";"Rural";"1196"
"Rondônia";"Homens";"20 anos";"2010";"Preta";"Urbana";"821"
"Rondônia";"Homens";"20 anos";"2010";"Preta";"Rural";"262"
"Rondônia";"Homens";"20 anos";"2010";"Amarela";"Urbana";"150"
"Rondônia";"Homens";"20 anos";"2010";"Amarela";"Rural";"39"
"Rondônia";"Homens";"20 anos";"2010";"Parda";"Urbana";"6367"
"Rondônia";"Homens";"20 anos";"2010";"Parda";"Rural";"2259"
"Rondônia";"Homens";"20 anos";"2010";"Indígena";"Urbana";"26"
"Rondônia";"Homens";"20 anos";"2010";"Indígena";"Rural";"102"
"Rondônia";"Homens";"20 anos";"2010";"Sem declaração";"Urbana";"1"
"Rondônia";"Homens";"20 anos";"2010";"Sem declaração";"Rural";"2"
"Rondônia";"Homens";"21 anos";"2010";"Branca";"Urbana";"3845"
"Rondônia";"Homens";"21 anos";"2010";"Branca";"Rural";"1239"
"Rondônia";"Homens";"21 anos";"2010";"Preta";"Urbana";"974"
"Rondônia";"Homens";"21 anos";"2010";"Preta";"Rural";"264"
"Rondônia";"Homens";"21 anos";"2010";"Amarela";"Urbana";"171"
"Rondônia";"Homens";"21 anos";"2010";"Amarela";"Rural";"40"
"Rondônia";"Homens";"21 anos";"2010";"Parda";"Urbana";"6618"
"Rondônia";"Homens";"21 anos";"2010";"Parda";"Rural";"2323"
"Rondônia";"Homens";"21 anos";"2010";"Indígena";"Urbana";"23"
"Rondônia";"Homens";"21 anos";"2010";"Indígena";"Rural";"73"
"Rondônia";"Homens";"21 anos";"2010";"Sem declaração";"Urbana";"1"
"Rondônia";"Homens";"21 anos";"2010";"Sem declaração";"Rural";"4"
"Rondônia";"Homens";"22 anos";"2010";"Branca";"Urbana";"3917"
"Rondônia";"Homens";"22 anos";"2010";"Branca";"Rural";"1111"
"Rondônia";"Homens";"22 anos";"2010";"Preta";"Urbana";"952"
"Rondônia";"Homens";"22 anos";"2010";"Preta";"Rural";"250"
"Rondônia";"Homens";"22 anos";"2010";"Amarela";"Urbana";"173"
"Rondônia";"Homens";"22 anos";"2010";"Amarela";"Rural";"29"
"Rondônia";"Homens";"22 anos";"2010";"Parda";"Urbana";"6537"
"Rondônia";"Homens";"22 anos";"2010";"Parda";"Rural";"2224"
"Rondônia";"Homens";"22 anos";"2010";"Indígena";"Urbana";"21"
"Rondônia";"Homens";"22 anos";"2010";"Indígena";"Rural";"71"
"Rondônia";"Homens";"22 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"22 anos";"2010";"Sem declaração";"Rural";"3"
"Rondônia";"Homens";"23 anos";"2010";"Branca";"Urbana";"3926"
"Rondônia";"Homens";"23 anos";"2010";"Branca";"Rural";"1126"
"Rondônia";"Homens";"23 anos";"2010";"Preta";"Urbana";"976"
"Rondônia";"Homens";"23 anos";"2010";"Preta";"Rural";"272"
"Rondônia";"Homens";"23 anos";"2010";"Amarela";"Urbana";"183"
"Rondônia";"Homens";"23 anos";"2010";"Amarela";"Rural";"29"
"Rondônia";"Homens";"23 anos";"2010";"Parda";"Urbana";"6592"
"Rondônia";"Homens";"23 anos";"2010";"Parda";"Rural";"2237"
"Rondônia";"Homens";"23 anos";"2010";"Indígena";"Urbana";"29"
"Rondônia";"Homens";"23 anos";"2010";"Indígena";"Rural";"87"
"Rondônia";"Homens";"23 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"23 anos";"2010";"Sem declaração";"Rural";"6"
"Rondônia";"Homens";"24 anos";"2010";"Branca";"Urbana";"3781"
"Rondônia";"Homens";"24 anos";"2010";"Branca";"Rural";"1146"
"Rondônia";"Homens";"24 anos";"2010";"Preta";"Urbana";"1031"
"Rondônia";"Homens";"24 anos";"2010";"Preta";"Rural";"255"
"Rondônia";"Homens";"24 anos";"2010";"Amarela";"Urbana";"197"
"Rondônia";"Homens";"24 anos";"2010";"Amarela";"Rural";"34"
"Rondônia";"Homens";"24 anos";"2010";"Parda";"Urbana";"6649"
"Rondônia";"Homens";"24 anos";"2010";"Parda";"Rural";"2218"
"Rondônia";"Homens";"24 anos";"2010";"Indígena";"Urbana";"25"
"Rondônia";"Homens";"24 anos";"2010";"Indígena";"Rural";"77"
"Rondônia";"Homens";"24 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"24 anos";"2010";"Sem declaração";"Rural";"5"
"Rondônia";"Homens";"25 anos";"2010";"Branca";"Urbana";"3903"
"Rondônia";"Homens";"25 anos";"2010";"Branca";"Rural";"1160"
"Rondônia";"Homens";"25 anos";"2010";"Preta";"Urbana";"960"
"Rondônia";"Homens";"25 anos";"2010";"Preta";"Rural";"269"
"Rondônia";"Homens";"25 anos";"2010";"Amarela";"Urbana";"196"
"Rondônia";"Homens";"25 anos";"2010";"Amarela";"Rural";"39"
"Rondônia";"Homens";"25 anos";"2010";"Parda";"Urbana";"6283"
"Rondônia";"Homens";"25 anos";"2010";"Parda";"Rural";"2256"
"Rondônia";"Homens";"25 anos";"2010";"Indígena";"Urbana";"23"
"Rondônia";"Homens";"25 anos";"2010";"Indígena";"Rural";"77"
"Rondônia";"Homens";"25 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"25 anos";"2010";"Sem declaração";"Rural";"8"
"Rondônia";"Homens";"26 anos";"2010";"Branca";"Urbana";"3551"
"Rondônia";"Homens";"26 anos";"2010";"Branca";"Rural";"1134"
"Rondônia";"Homens";"26 anos";"2010";"Preta";"Urbana";"1003"
"Rondônia";"Homens";"26 anos";"2010";"Preta";"Rural";"313"
"Rondônia";"Homens";"26 anos";"2010";"Amarela";"Urbana";"144"
"Rondônia";"Homens";"26 anos";"2010";"Amarela";"Rural";"35"
"Rondônia";"Homens";"26 anos";"2010";"Parda";"Urbana";"5951"
"Rondônia";"Homens";"26 anos";"2010";"Parda";"Rural";"2011"
"Rondônia";"Homens";"26 anos";"2010";"Indígena";"Urbana";"40"
"Rondônia";"Homens";"26 anos";"2010";"Indígena";"Rural";"62"
"Rondônia";"Homens";"26 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"26 anos";"2010";"Sem declaração";"Rural";"4"
"Rondônia";"Homens";"27 anos";"2010";"Branca";"Urbana";"3645"
"Rondônia";"Homens";"27 anos";"2010";"Branca";"Rural";"1190"
"Rondônia";"Homens";"27 anos";"2010";"Preta";"Urbana";"1005"
"Rondônia";"Homens";"27 anos";"2010";"Preta";"Rural";"313"
"Rondônia";"Homens";"27 anos";"2010";"Amarela";"Urbana";"177"
"Rondônia";"Homens";"27 anos";"2010";"Amarela";"Rural";"49"
"Rondônia";"Homens";"27 anos";"2010";"Parda";"Urbana";"6134"
"Rondônia";"Homens";"27 anos";"2010";"Parda";"Rural";"2193"
"Rondônia";"Homens";"27 anos";"2010";"Indígena";"Urbana";"29"
"Rondônia";"Homens";"27 anos";"2010";"Indígena";"Rural";"58"
"Rondônia";"Homens";"27 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"27 anos";"2010";"Sem declaração";"Rural";"7"
"Rondônia";"Homens";"28 anos";"2010";"Branca";"Urbana";"3725"
"Rondônia";"Homens";"28 anos";"2010";"Branca";"Rural";"1168"
"Rondônia";"Homens";"28 anos";"2010";"Preta";"Urbana";"1030"
"Rondônia";"Homens";"28 anos";"2010";"Preta";"Rural";"294"
"Rondônia";"Homens";"28 anos";"2010";"Amarela";"Urbana";"156"
"Rondônia";"Homens";"28 anos";"2010";"Amarela";"Rural";"35"
"Rondônia";"Homens";"28 anos";"2010";"Parda";"Urbana";"6216"
"Rondônia";"Homens";"28 anos";"2010";"Parda";"Rural";"2211"
"Rondônia";"Homens";"28 anos";"2010";"Indígena";"Urbana";"22"
"Rondônia";"Homens";"28 anos";"2010";"Indígena";"Rural";"58"
"Rondônia";"Homens";"28 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"28 anos";"2010";"Sem declaração";"Rural";"9"
"Rondônia";"Homens";"29 anos";"2010";"Branca";"Urbana";"3592"
"Rondônia";"Homens";"29 anos";"2010";"Branca";"Rural";"1152"
"Rondônia";"Homens";"29 anos";"2010";"Preta";"Urbana";"981"
"Rondônia";"Homens";"29 anos";"2010";"Preta";"Rural";"272"
"Rondônia";"Homens";"29 anos";"2010";"Amarela";"Urbana";"168"
"Rondônia";"Homens";"29 anos";"2010";"Amarela";"Rural";"29"
"Rondônia";"Homens";"29 anos";"2010";"Parda";"Urbana";"5853"
"Rondônia";"Homens";"29 anos";"2010";"Parda";"Rural";"2053"
"Rondônia";"Homens";"29 anos";"2010";"Indígena";"Urbana";"29"
"Rondônia";"Homens";"29 anos";"2010";"Indígena";"Rural";"65"
"Rondônia";"Homens";"29 anos";"2010";"Sem declaração";"Urbana";"1"
"Rondônia";"Homens";"29 anos";"2010";"Sem declaração";"Rural";"8"
"Rondônia";"Homens";"30 anos";"2010";"Branca";"Urbana";"3717"
"Rondônia";"Homens";"30 anos";"2010";"Branca";"Rural";"1224"
"Rondônia";"Homens";"30 anos";"2010";"Preta";"Urbana";"1018"
"Rondônia";"Homens";"30 anos";"2010";"Preta";"Rural";"321"
"Rondônia";"Homens";"30 anos";"2010";"Amarela";"Urbana";"145"
"Rondônia";"Homens";"30 anos";"2010";"Amarela";"Rural";"41"
"Rondônia";"Homens";"30 anos";"2010";"Parda";"Urbana";"6186"
"Rondônia";"Homens";"30 anos";"2010";"Parda";"Rural";"2204"
"Rondônia";"Homens";"30 anos";"2010";"Indígena";"Urbana";"25"
"Rondônia";"Homens";"30 anos";"2010";"Indígena";"Rural";"69"
"Rondônia";"Homens";"30 anos";"2010";"Sem declaração";"Urbana";"1"
"Rondônia";"Homens";"30 anos";"2010";"Sem declaração";"Rural";"6"
"Rondônia";"Homens";"31 anos";"2010";"Branca";"Urbana";"3336"
"Rondônia";"Homens";"31 anos";"2010";"Branca";"Rural";"1143"
"Rondônia";"Homens";"31 anos";"2010";"Preta";"Urbana";"921"
"Rondônia";"Homens";"31 anos";"2010";"Preta";"Rural";"292"
"Rondônia";"Homens";"31 anos";"2010";"Amarela";"Urbana";"149"
"Rondônia";"Homens";"31 anos";"2010";"Amarela";"Rural";"40"
"Rondônia";"Homens";"31 anos";"2010";"Parda";"Urbana";"5393"
"Rondônia";"Homens";"31 anos";"2010";"Parda";"Rural";"1956"
"Rondônia";"Homens";"31 anos";"2010";"Indígena";"Urbana";"22"
"Rondônia";"Homens";"31 anos";"2010";"Indígena";"Rural";"40"
"Rondônia";"Homens";"31 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"31 anos";"2010";"Sem declaração";"Rural";"2"
"Rondônia";"Homens";"32 anos";"2010";"Branca";"Urbana";"3275"
"Rondônia";"Homens";"32 anos";"2010";"Branca";"Rural";"1065"
"Rondônia";"Homens";"32 anos";"2010";"Preta";"Urbana";"880"
"Rondônia";"Homens";"32 anos";"2010";"Preta";"Rural";"266"
"Rondônia";"Homens";"32 anos";"2010";"Amarela";"Urbana";"136"
"Rondônia";"Homens";"32 anos";"2010";"Amarela";"Rural";"32"
"Rondônia";"Homens";"32 anos";"2010";"Parda";"Urbana";"5380"
"Rondônia";"Homens";"32 anos";"2010";"Parda";"Rural";"1929"
"Rondônia";"Homens";"32 anos";"2010";"Indígena";"Urbana";"26"
"Rondônia";"Homens";"32 anos";"2010";"Indígena";"Rural";"42"
"Rondônia";"Homens";"32 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"32 anos";"2010";"Sem declaração";"Rural";"3"
"Rondônia";"Homens";"33 anos";"2010";"Branca";"Urbana";"3139"
"Rondônia";"Homens";"33 anos";"2010";"Branca";"Rural";"1119"
"Rondônia";"Homens";"33 anos";"2010";"Preta";"Urbana";"864"
"Rondônia";"Homens";"33 anos";"2010";"Preta";"Rural";"285"
"Rondônia";"Homens";"33 anos";"2010";"Amarela";"Urbana";"123"
"Rondônia";"Homens";"33 anos";"2010";"Amarela";"Rural";"39"
"Rondônia";"Homens";"33 anos";"2010";"Parda";"Urbana";"5159"
"Rondônia";"Homens";"33 anos";"2010";"Parda";"Rural";"1905"
"Rondônia";"Homens";"33 anos";"2010";"Indígena";"Urbana";"24"
"Rondônia";"Homens";"33 anos";"2010";"Indígena";"Rural";"50"
"Rondônia";"Homens";"33 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"33 anos";"2010";"Sem declaração";"Rural";"4"
"Rondônia";"Homens";"34 anos";"2010";"Branca";"Urbana";"3015"
"Rondônia";"Homens";"34 anos";"2010";"Branca";"Rural";"1158"
"Rondônia";"Homens";"34 anos";"2010";"Preta";"Urbana";"910"
"Rondônia";"Homens";"34 anos";"2010";"Preta";"Rural";"269"
"Rondônia";"Homens";"34 anos";"2010";"Amarela";"Urbana";"144"
"Rondônia";"Homens";"34 anos";"2010";"Amarela";"Rural";"31"
"Rondônia";"Homens";"34 anos";"2010";"Parda";"Urbana";"4872"
"Rondônia";"Homens";"34 anos";"2010";"Parda";"Rural";"1904"
"Rondônia";"Homens";"34 anos";"2010";"Indígena";"Urbana";"19"
"Rondônia";"Homens";"34 anos";"2010";"Indígena";"Rural";"48"
"Rondônia";"Homens";"34 anos";"2010";"Sem declaração";"Urbana";"2"
"Rondônia";"Homens";"34 anos";"2010";"Sem declaração";"Rural";"3"
"Rondônia";"Homens";"35 anos";"2010";"Branca";"Urbana";"3093"
"Rondônia";"Homens";"35 anos";"2010";"Branca";"Rural";"1163"
"Rondônia";"Homens";"35 anos";"2010";"Preta";"Urbana";"848"
"Rondônia";"Homens";"35 anos";"2010";"Preta";"Rural";"269"
"Rondônia";"Homens";"35 anos";"2010";"Amarela";"Urbana";"134"
"Rondônia";"Homens";"35 anos";"2010";"Amarela";"Rural";"28"
"Rondônia";"Homens";"35 anos";"2010";"Parda";"Urbana";"5005"
"Rondônia";"Homens";"35 anos";"2010";"Parda";"Rural";"1871"
"Rondônia";"Homens";"35 anos";"2010";"Indígena";"Urbana";"34"
"Rondônia";"Homens";"35 anos";"2010";"Indígena";"Rural";"58"
"Rondônia";"Homens";"35 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"35 anos";"2010";"Sem declaração";"Rural";"1"
"Rondônia";"Homens";"36 anos";"2010";"Branca";"Urbana";"2842"
"Rondônia";"Homens";"36 anos";"2010";"Branca";"Rural";"1073"
"Rondônia";"Homens";"36 anos";"2010";"Preta";"Urbana";"762"
"Rondônia";"Homens";"36 anos";"2010";"Preta";"Rural";"272"
"Rondônia";"Homens";"36 anos";"2010";"Amarela";"Urbana";"109"
"Rondônia";"Homens";"36 anos";"2010";"Amarela";"Rural";"28"
"Rondônia";"Homens";"36 anos";"2010";"Parda";"Urbana";"4616"
"Rondônia";"Homens";"36 anos";"2010";"Parda";"Rural";"1744"
"Rondônia";"Homens";"36 anos";"2010";"Indígena";"Urbana";"18"
"Rondônia";"Homens";"36 anos";"2010";"Indígena";"Rural";"42"
"Rondônia";"Homens";"36 anos";"2010";"Sem declaração";"Urbana";"2"
"Rondônia";"Homens";"36 anos";"2010";"Sem declaração";"Rural";"-"
"Rondônia";"Homens";"37 anos";"2010";"Branca";"Urbana";"2787"
"Rondônia";"Homens";"37 anos";"2010";"Branca";"Rural";"1116"
"Rondônia";"Homens";"37 anos";"2010";"Preta";"Urbana";"790"
"Rondônia";"Homens";"37 anos";"2010";"Preta";"Rural";"282"
"Rondônia";"Homens";"37 anos";"2010";"Amarela";"Urbana";"100"
"Rondônia";"Homens";"37 anos";"2010";"Amarela";"Rural";"29"
"Rondônia";"Homens";"37 anos";"2010";"Parda";"Urbana";"4495"
"Rondônia";"Homens";"37 anos";"2010";"Parda";"Rural";"1817"
"Rondônia";"Homens";"37 anos";"2010";"Indígena";"Urbana";"17"
"Rondônia";"Homens";"37 anos";"2010";"Indígena";"Rural";"51"
"Rondônia";"Homens";"37 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"37 anos";"2010";"Sem declaração";"Rural";"3"
"Rondônia";"Homens";"38 anos";"2010";"Branca";"Urbana";"2812"
"Rondônia";"Homens";"38 anos";"2010";"Branca";"Rural";"1120"
"Rondônia";"Homens";"38 anos";"2010";"Preta";"Urbana";"766"
"Rondônia";"Homens";"38 anos";"2010";"Preta";"Rural";"275"
"Rondônia";"Homens";"38 anos";"2010";"Amarela";"Urbana";"112"
"Rondônia";"Homens";"38 anos";"2010";"Amarela";"Rural";"23"
"Rondônia";"Homens";"38 anos";"2010";"Parda";"Urbana";"4443"
"Rondônia";"Homens";"38 anos";"2010";"Parda";"Rural";"1790"
"Rondônia";"Homens";"38 anos";"2010";"Indígena";"Urbana";"15"
"Rondônia";"Homens";"38 anos";"2010";"Indígena";"Rural";"38"
"Rondônia";"Homens";"38 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"38 anos";"2010";"Sem declaração";"Rural";"4"
"Rondônia";"Homens";"39 anos";"2010";"Branca";"Urbana";"2745"
"Rondônia";"Homens";"39 anos";"2010";"Branca";"Rural";"1080"
"Rondônia";"Homens";"39 anos";"2010";"Preta";"Urbana";"764"
"Rondônia";"Homens";"39 anos";"2010";"Preta";"Rural";"260"
"Rondônia";"Homens";"39 anos";"2010";"Amarela";"Urbana";"97"
"Rondônia";"Homens";"39 anos";"2010";"Amarela";"Rural";"29"
"Rondônia";"Homens";"39 anos";"2010";"Parda";"Urbana";"4309"
"Rondônia";"Homens";"39 anos";"2010";"Parda";"Rural";"1653"
"Rondônia";"Homens";"39 anos";"2010";"Indígena";"Urbana";"16"
"Rondônia";"Homens";"39 anos";"2010";"Indígena";"Rural";"38"
"Rondônia";"Homens";"39 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"39 anos";"2010";"Sem declaração";"Rural";"3"
"Rondônia";"Homens";"40 anos";"2010";"Branca";"Urbana";"2955"
"Rondônia";"Homens";"40 anos";"2010";"Branca";"Rural";"1080"
"Rondônia";"Homens";"40 anos";"2010";"Preta";"Urbana";"803"
"Rondônia";"Homens";"40 anos";"2010";"Preta";"Rural";"302"
"Rondônia";"Homens";"40 anos";"2010";"Amarela";"Urbana";"112"
"Rondônia";"Homens";"40 anos";"2010";"Amarela";"Rural";"25"
"Rondônia";"Homens";"40 anos";"2010";"Parda";"Urbana";"4614"
"Rondônia";"Homens";"40 anos";"2010";"Parda";"Rural";"1925"
"Rondônia";"Homens";"40 anos";"2010";"Indígena";"Urbana";"21"
"Rondônia";"Homens";"40 anos";"2010";"Indígena";"Rural";"48"
"Rondônia";"Homens";"40 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"40 anos";"2010";"Sem declaração";"Rural";"1"
"Rondônia";"Homens";"41 anos";"2010";"Branca";"Urbana";"2733"
"Rondônia";"Homens";"41 anos";"2010";"Branca";"Rural";"1109"
"Rondônia";"Homens";"41 anos";"2010";"Preta";"Urbana";"673"
"Rondônia";"Homens";"41 anos";"2010";"Preta";"Rural";"273"
"Rondônia";"Homens";"41 anos";"2010";"Amarela";"Urbana";"107"
"Rondônia";"Homens";"41 anos";"2010";"Amarela";"Rural";"26"
"Rondônia";"Homens";"41 anos";"2010";"Parda";"Urbana";"4190"
"Rondônia";"Homens";"41 anos";"2010";"Parda";"Rural";"1738"
"Rondônia";"Homens";"41 anos";"2010";"Indígena";"Urbana";"20"
"Rondônia";"Homens";"41 anos";"2010";"Indígena";"Rural";"30"
"Rondônia";"Homens";"41 anos";"2010";"Sem declaração";"Urbana";"-"
"Rondônia";"Homens";"41 anos";"2010";"Sem declaração";"Rural";"3"
"Rondônia";"Homens";"42 anos";"2010";"Branca";"Urbana";"2864"
